id,title,body,labels,milestone
E4-F3-I3,E4-F3-I3: Provide SLA admin UI,"### Summary
Deliver Provide SLA admin UI for SLA definitions (first response, resolution times) to meet the documented requirements.

### Scope
- [ ] Admin form manages SLA calendars, targets, and escalation contacts
- [ ] Preview panel shows sample ticket deadlines before saving
- [ ] Change history captured with user and timestamp metadata
- [ ] Dependencies: E4-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Frontend,priority:P1,area:Sla",Week 3
E4-F4-I1,E4-F4-I1: Schedule SLA breach evaluation worker,"### Summary
Deliver Schedule SLA breach evaluation worker for SLA breach detection & alerts to meet the documented requirements.

### Scope
- [ ] Horizon job scans upcoming deadlines and flags breaches with configurable cadence
- [ ] Job skips paused tickets and workflow statuses marked as stopped
- [ ] Metrics emitted for processed vs. breached counts
- [ ] Dependencies: E4-F3-I2, E1-F7-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Backend,priority:P0,area:Sla",Week 3
E4-F4-I2,E4-F4-I2: Dispatch breach notifications,"### Summary
Deliver Dispatch breach notifications for SLA breach detection & alerts to meet the documented requirements.

### Scope
- [ ] Notifications route to assigned agents, teams, and escalation contacts per SLA
- [ ] Templates include ticket details, deadline delta, and action links
- [ ] Tests verify notifications suppressed for tickets already resolved
- [ ] Dependencies: E4-F4-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Backend,priority:P1,area:Sla",Week 3
E4-F4-I3,E4-F4-I3: Surface SLA breach dashboards,"### Summary
Deliver Surface SLA breach dashboards for SLA breach detection & alerts to meet the documented requirements.

### Scope
- [ ] Admin dashboard widget charts breaches by queue and priority
- [ ] Filters allow date range and tenant scoping with export to CSV
- [ ] Dashboard auto-refreshes using Echo channel for new breaches
- [ ] Dependencies: E4-F4-I2, E1-F8-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Frontend,priority:P1,area:Sla",Week 4
E4-F5-I1,E4-F5-I1: Design escalation workflow schema,"### Summary
Deliver Design escalation workflow schema for Escalation rules to meet the documented requirements.

### Scope
- [ ] Workflow diagram maps multi-step escalations, triggers, and cooldowns
- [ ] Data model proposal covers escalation targets, channels, and conditions
- [ ] Compliance review confirms audit requirements for escalations
- [ ] Dependencies: E4-F1-I1, E4-F3-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Design,priority:P1,area:Sla",Week 2
E4-F5-I2,E4-F5-I2: Implement escalation engine,"### Summary
Deliver Implement escalation engine for Escalation rules to meet the documented requirements.

### Scope
- [ ] Engine listens to SLA breach and automation events to enqueue escalations
- [ ] Supports sequential steps with configurable delays and reassignment actions
- [ ] Tests validate escalation cancellation when tickets resolved
- [ ] Dependencies: E4-F5-I1, E4-F4-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Backend,priority:P0,area:Sla",Week 3
E4-F5-I3,E4-F5-I3: Build escalation configuration UI,"### Summary
Deliver Build escalation configuration UI for Escalation rules to meet the documented requirements.

### Scope
- [ ] Admin UI allows defining multi-step escalation paths with preview timeline
- [ ] Validation ensures no circular escalation targets and SLA alignment
- [ ] Change confirmation modal summarizes impacts before activation
- [ ] Dependencies: E4-F5-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Frontend,priority:P1,area:Sla",Week 4
E5-F1-I1,E5-F1-I1: Evaluate summarization provider and privacy controls,"### Summary
Deliver Evaluate summarization provider and privacy controls for AI-powered ticket summarization to meet the documented requirements.

### Scope
- [ ] Comparison of OpenAI, Azure, and on-prem LLM options with latency/cost
- [ ] Data handling assessment documents PII redaction and retention policies
- [ ] Decision log approved by security and legal stakeholders
- [ ] Dependencies: E1-F5-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Design,priority:P1,area:Ai",Week 2
E5-F1-I2,E5-F1-I2: Implement summarization job pipeline,"### Summary
Deliver Implement summarization job pipeline for AI-powered ticket summarization to meet the documented requirements.

### Scope
- [ ] Queue worker assembles conversation context and submits to chosen provider
- [ ] Summaries cached per ticket with invalidation on new public replies
- [ ] Error handling retries transient failures and records fallbacks
- [ ] Dependencies: E5-F1-I1, E1-F8-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Backend,priority:P0,area:Ai",Week 3
E5-F1-I3,E5-F1-I3: Display summaries in agent interface,"### Summary
Deliver Display summaries in agent interface for AI-powered ticket summarization to meet the documented requirements.

### Scope
- [ ] Agent ticket view shows latest summary with timestamp and refresh action
- [ ] Loading/error states surfaced with inline toasts
- [ ] Usage analytics event logged when agents copy or refresh summary
- [ ] Dependencies: E5-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Frontend,priority:P1,area:Ai",Week 3
E5-F2-I1,E5-F2-I1: Define suggested reply prompt templates,"### Summary
Deliver Define suggested reply prompt templates for Suggested replies (NLP) to meet the documented requirements.

### Scope
- [ ] Prompt library includes tone options and supported languages
- [ ] Guardrails documented for sensitive content filtering
- [ ] Stakeholder review confirms default tone per brand
- [ ] Dependencies: E5-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Design,priority:P1,area:Ai",Week 2
E5-F2-I2,E5-F2-I2: Develop reply suggestion service,"### Summary
Deliver Develop reply suggestion service for Suggested replies (NLP) to meet the documented requirements.

### Scope
- [ ] Service generates top-three reply options with confidence scores
- [ ] Responses cached per ticket message for configurable duration
- [ ] Unit tests mock provider responses and validate fallback messaging
- [ ] Dependencies: E5-F2-I1, E5-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Backend,priority:P0,area:Ai",Week 3
E5-F2-I3,E5-F2-I3: Integrate suggestions into composer UI,"### Summary
Deliver Integrate suggestions into composer UI for Suggested replies (NLP) to meet the documented requirements.

### Scope
- [ ] Agent composer displays suggestions with insert/apply buttons
- [ ] Feedback buttons collect agent ratings to improve prompts
- [ ] Accessibility testing ensures screen reader labels for suggestion controls
- [ ] Dependencies: E5-F2-I2, E1-F5-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Frontend,priority:P0,area:Ai",Week 3
E5-F3-I1,E5-F3-I1: Select sentiment analysis approach,"### Summary
Deliver Select sentiment analysis approach for Sentiment detection to meet the documented requirements.

### Scope
- [ ] Vendor evaluation covers API accuracy, latency, and cost
- [ ] Threshold definitions for positive/neutral/negative documented
- [ ] Compliance review ensures data residency obligations satisfied
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Design,priority:P1,area:Ai",Week 2
E5-F3-I2,E5-F3-I2: Process ticket messages for sentiment scores,"### Summary
Deliver Process ticket messages for sentiment scores for Sentiment detection to meet the documented requirements.

### Scope
- [ ] Ingestion pipeline annotates incoming/outgoing messages with sentiment metadata
- [ ] Scores stored with historical trend for each ticket
- [ ] Tests confirm handling of multilingual content and provider fallbacks
- [ ] Dependencies: E5-F3-I1, E1-F5-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Backend,priority:P0,area:Ai",Week 3
E5-F3-I3,E5-F3-I3: Visualize sentiment in agent views,"### Summary
Deliver Visualize sentiment in agent views for Sentiment detection to meet the documented requirements.

### Scope
- [ ] Ticket list shows sentiment badges with tooltips explaining score
- [ ] Detail view charts sentiment trend over conversation timeline
- [ ] Real-time updates refresh sentiment when new messages arrive
- [ ] Dependencies: E5-F3-I2, E1-F8-I3

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Frontend,priority:P1,area:Ai",Week 4
E5-F4-I1,E5-F4-I1: Define classification taxonomy and training dataset,"### Summary
Deliver Define classification taxonomy and training dataset for Auto-tagging & classification to meet the documented requirements.

### Scope
- [ ] Taxonomy aligns with departments, categories, and SLA priorities
- [ ] Labeling guide created for human feedback loop with sample tickets
- [ ] Dataset sourcing plan documented with anonymization steps
- [ ] Dependencies: E1-F3-I1, E5-F3-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Design,priority:P1,area:Ai",Week 2
E5-F4-I2,E5-F4-I2: Implement classification engine,"### Summary
Deliver Implement classification engine for Auto-tagging & classification to meet the documented requirements.

### Scope
- [ ] Engine assigns tags on ticket creation and message updates with confidence scoring
- [ ] Low-confidence outputs queued for manual review workflow
- [ ] Tests validate mapping updates without duplicate tags
- [ ] Dependencies: E5-F4-I1, E5-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Backend,priority:P0,area:Ai",Week 3
E5-F4-I3,E5-F4-I3: Build feedback and retraining loop,"### Summary
Deliver Build feedback and retraining loop for Auto-tagging & classification to meet the documented requirements.

### Scope
- [ ] Agents can approve or reject AI-assigned tags with reason codes
- [ ] Feedback stored for periodic retraining exports
- [ ] Monitoring dashboard tracks precision/recall metrics over time
- [ ] Dependencies: E5-F4-I2, E4-F2-I3

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E5,type:Backend,priority:P1,area:Ai",Week 4
E6-F1-I1,E6-F1-I1: Document tenant mailbox intake settings,"### Summary
Deliver Document tenant mailbox intake settings for IMAP email ingestion to meet the documented requirements.

### Scope
- [ ] Configuration guide captures per-tenant IMAP host, credential storage, and encryption requirements
- [ ] Intake limits and polling intervals approved by operations and compliance stakeholders
- [ ] Runbook stored with escalation contacts for mailbox connection failures
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Design,priority:P0,area:Email",Week 1
E6-F1-I2,E6-F1-I2: Implement IMAP polling daemon,"### Summary
Deliver Implement IMAP polling daemon for IMAP email ingestion to meet the documented requirements.

### Scope
- [ ] Scheduled command authenticates to tenant mailboxes and enqueues raw messages with tenant context
- [ ] Idempotency safeguards prevent duplicate ticket drafts for the same Message-ID
- [ ] Happy-path integration test confirms ingestion to ticket creation pipeline
- [ ] Dependencies: E6-F1-I1, E1-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Backend,priority:P0,area:Email",Week 2
E6-F1-I3,E6-F1-I3: Add attachment and inline image handling,"### Summary
Deliver Add attachment and inline image handling for IMAP email ingestion to meet the documented requirements.

### Scope
- [ ] Attachments stored in secure disk with size/type validation and virus scan hook
- [ ] Inline images rewritten to CDN-safe URLs while preserving original formatting
- [ ] Error handling logs rejected assets with correlation IDs for support follow-up
- [ ] Dependencies: E6-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Backend,priority:P1,area:Email",Week 3
E6-F2-I1,E6-F2-I1: Set up outbound SMTP provider profiles,"### Summary
Deliver Set up outbound SMTP provider profiles for SMTP outbound sending to meet the documented requirements.

### Scope
- [ ] Environment templates capture SMTP host, port, encryption, and credential rotation process
- [ ] Tenant overrides documented for dedicated IP pools or branded sender domains
- [ ] Health checks verify connectivity and authentication for staging and production
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:DevOps,priority:P0,area:Email",Week 1
E6-F2-I2,E6-F2-I2: Implement queued SMTP dispatcher,"### Summary
Deliver Implement queued SMTP dispatcher for SMTP outbound sending to meet the documented requirements.

### Scope
- [ ] Queue job sends messages via configured SMTP transport with retry/backoff strategy
- [ ] Outbound payload supports attachments, CC/BCC, and reply-to headers mapped from ticket data
- [ ] Unit tests cover success, transient failure, and permanent failure scenarios
- [ ] Dependencies: E6-F2-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Backend,priority:P0,area:Email",Week 2
E6-F2-I3,E6-F2-I3: Build bounce and delivery status tracking,"### Summary
Deliver Build bounce and delivery status tracking for SMTP outbound sending to meet the documented requirements.

### Scope
- [ ] Delivery receipts update ticket timeline with status, timestamp, and diagnostic codes
- [ ] Bounce classification triggers automation hooks for agent notification
- [ ] Monitoring panel exposes bounce rates per tenant with alert thresholds
- [ ] Dependencies: E6-F2-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Backend,priority:P1,area:Email",Week 3
E6-F3-I1,E6-F3-I1: Define threading correlation rules,"### Summary
Deliver Define threading correlation rules for Threaded email ↔ ticket sync to meet the documented requirements.

### Scope
- [ ] Specification covers Message-ID, References, and ticket token fallback matching
- [ ] Edge cases for forwarded/replied messages reviewed with support operations
- [ ] Documented safeguards prevent cross-tenant thread collisions
- [ ] Dependencies: E6-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Design,priority:P0,area:Email",Week 1
E6-F3-I2,E6-F3-I2: Implement message threading logic,"### Summary
Deliver Implement message threading logic for Threaded email ↔ ticket sync to meet the documented requirements.

### Scope
- [ ] Incoming emails map to existing tickets using correlation rules with logging for mismatches
- [ ] Outbound replies append proper headers for downstream threading
- [ ] Automated tests simulate multi-recipient and CC reply flows
- [ ] Dependencies: E6-F3-I1, E6-F1-I2, E6-F2-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Backend,priority:P0,area:Email",Week 3
E6-F3-I3,E6-F3-I3: Sync outbound replies into ticket history,"### Summary
Deliver Sync outbound replies into ticket history for Threaded email ↔ ticket sync to meet the documented requirements.

### Scope
- [ ] Outbound messages persisted with author, visibility, and delivery metadata
- [ ] Customer replies consolidate into chronological timeline without duplication
- [ ] Audit trail records threading adjustments with actor attribution
- [ ] Dependencies: E6-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Backend,priority:P1,area:Email",Week 3
E6-F4-I1,E6-F4-I1: Draft email template component library,"### Summary
Deliver Draft email template component library for Email templates with placeholders to meet the documented requirements.

### Scope
- [ ] Template inventory lists mandatory transactional messages with branding regions
- [ ] Placeholder catalogue references ticket, contact, and organization fields with descriptions
- [ ] Accessibility review ensures default templates meet WCAG email guidance
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Design,priority:P1,area:Email",Week 2
E6-F4-I2,E6-F4-I2: Implement template rendering engine,"### Summary
Deliver Implement template rendering engine for Email templates with placeholders to meet the documented requirements.

### Scope
- [ ] Rendering service merges placeholders with localization support and HTML/text variants
- [ ] Preview endpoint returns rendered output with sample data per tenant
- [ ] Regression tests cover placeholder validation and missing data fallbacks
- [ ] Dependencies: E6-F4-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Backend,priority:P0,area:Email",Week 3
E6-F4-I3,E6-F4-I3: Build template management UI,"### Summary
Deliver Build template management UI for Email templates with placeholders to meet the documented requirements.

### Scope
- [ ] Admin UI supports create, clone, edit, and version history for templates
- [ ] Validation prevents deletion of templates linked to active automations
- [ ] Change log entries generated for template publish events
- [ ] Dependencies: E6-F4-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E6,type:Frontend,priority:P1,area:Email",Week 4
E7-F1-I1,E7-F1-I1: Define reporting metrics specification,"### Summary
Deliver Define reporting metrics specification for Ticket volume reports to meet the documented requirements.

### Scope
- [ ] Metrics spec outlines ticket counts by channel, priority, status, and tenant
- [ ] Data freshness targets and aggregation windows agreed with stakeholders
- [ ] Documentation stored with governance notes on retention and privacy
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Design,priority:P0,area:Analytics",Week 1
E7-F1-I2,E7-F1-I2: Implement volume aggregation jobs,"### Summary
Deliver Implement volume aggregation jobs for Ticket volume reports to meet the documented requirements.

### Scope
- [ ] Nightly and hourly jobs populate summary tables with incremental updates
- [ ] Failed aggregations retry with alerting on repeated errors
- [ ] Tests verify counts across sample dataset and tenant isolation
- [ ] Dependencies: E7-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Backend,priority:P0,area:Analytics",Week 2
E7-F1-I3,E7-F1-I3: Build ticket volume dashboards,"### Summary
Deliver Build ticket volume dashboards for Ticket volume reports to meet the documented requirements.

### Scope
- [ ] Admin dashboard visualizes trends with filters for channel, priority, and timeframe
- [ ] Widgets support export to CSV and shareable links respecting permissions
- [ ] Real-time refresh leverages broadcasting events for new ticket counts
- [ ] Dependencies: E7-F1-I2, E1-F8-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Frontend,priority:P1,area:Analytics",Week 3
E7-F2-I1,E7-F2-I1: Model SLA metrics warehouse tables,"### Summary
Deliver Model SLA metrics warehouse tables for SLA compliance dashboards to meet the documented requirements.

### Scope
- [ ] Fact tables store first response and resolution durations keyed by tenant and policy
- [ ] Historical breaches and acknowledgements preserved for trending
- [ ] Data dictionary published with column descriptions and calculation notes
- [ ] Dependencies: E4-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Backend,priority:P1,area:Analytics",Week 2
E7-F2-I2,E7-F2-I2: Create SLA compliance dashboard widgets,"### Summary
Deliver Create SLA compliance dashboard widgets for SLA compliance dashboards to meet the documented requirements.

### Scope
- [ ] Visualizations display compliance %, breach counts, and aging buckets
- [ ] Filters allow segmentation by team, priority, and workflow status
- [ ] Widgets integrate with alert banner when breach rate exceeds threshold
- [ ] Dependencies: E7-F2-I1, E4-F4-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Frontend,priority:P1,area:Analytics",Week 3
E7-F2-I3,E7-F2-I3: Schedule SLA compliance exports,"### Summary
Deliver Schedule SLA compliance exports for SLA compliance dashboards to meet the documented requirements.

### Scope
- [ ] Scheduled tasks generate weekly CSV summaries emailed to configured recipients
- [ ] Export respects tenant branding for headers and footers
- [ ] Audit log captures export trigger, recipient list, and completion status
- [ ] Dependencies: E7-F2-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Backend,priority:P2,area:Analytics",Week 4
E7-F3-I1,E7-F3-I1: Define productivity KPI catalog,"### Summary
Deliver Define productivity KPI catalog for Agent productivity metrics to meet the documented requirements.

### Scope
- [ ] KPI list covers handle time, replies per ticket, backlog ownership, and CSAT linkage
- [ ] Stakeholders approve calculation formulas and acceptable ranges
- [ ] Documentation notes data sources and refresh cadence for each KPI
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Design,priority:P1,area:Analytics",Week 1
E7-F3-I2,E7-F3-I2: Build agent performance fact table,"### Summary
Deliver Build agent performance fact table for Agent productivity metrics to meet the documented requirements.

### Scope
- [ ] ETL aggregates per-agent metrics with calendar-aware working hours
- [ ] Table indexes optimized for dashboard queries and exports
- [ ] Tests validate calculations against seeded scenarios for different roles
- [ ] Dependencies: E7-F3-I1, E1-F7-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E7,type:Backend,priority:P1,area:Analytics",Week 2
